0.05,2.36653e-18,-4.76379e-34,1.5,-0.0695437,-0.0283419,-0.143532,0.00871699,-0.00742297,-0.200661,-0.979594,-0.110492,-0.0526992,0.0591013,0,0,0,
0.1,2.36653e-18,-4.76379e-34,1.5,-0.0748036,-0.0302871,-0.13674,0.00873771,-0.00758932,-0.200105,-0.979706,-0.113931,-0.0401214,0.0597031,0,0,0,
0.15,2.36653e-18,-4.76379e-34,1.5,-0.0775518,-0.0310443,-0.132295,0.00872522,-0.00757448,-0.199953,-0.979737,-0.127286,-0.0468492,0.0787274,0,0,0,
0.2,2.36653e-18,-4.76379e-34,1.5,-0.0839331,-0.0329725,-0.12435,0.00860932,-0.00754076,-0.199594,-0.979812,-0.128015,-0.0457183,0.0803232,0,0,0,
0.25,2.36653e-18,-4.76379e-34,1.5,-0.0859903,-0.0335504,-0.120464,0.00860252,-0.00758304,-0.199538,-0.979823,-0.139625,-0.0543269,0.102532,0,0,0,
0.3,2.36653e-18,-4.76379e-34,1.5,-0.0888218,-0.0344805,-0.114977,0.0086104,-0.0076533,-0.199211,-0.979889,-0.137763,-0.0553945,0.10157,0,0,0,
0.35,2.36653e-18,-4.76379e-34,1.5,-0.0946976,-0.0365934,-0.1053,0.00861062,-0.00774612,-0.198824,-0.979967,-0.136997,-0.0615442,0.103402,0,0,0,
0.4,2.36653e-18,-4.76379e-34,1.5,-0.0985739,-0.0382402,-0.099487,0.00865746,-0.00774997,-0.198554,-0.980021,-0.149635,-0.0682114,0.121405,0,0,0,
0.45,2.36653e-18,-4.76379e-34,1.5,-0.104379,-0.0410042,-0.0886973,0.00877268,-0.00781624,-0.198179,-0.980095,-0.151809,-0.0729808,0.119892,0,0,0,
0.5,2.36653e-18,-4.76379e-34,1.5,-0.106422,-0.04219,-0.083747,0.0087457,-0.00802628,-0.197911,-0.980148,-0.129477,-0.0695431,0.0892143,0,0,0,
0.55,2.36653e-18,-4.76379e-34,1.5,-0.109313,-0.0438408,-0.0802899,0.00871048,-0.00801677,-0.19764,-0.980203,-0.129871,-0.0683397,0.0892048,0,0,0,
0.6,2.36653e-18,-4.76379e-34,1.5,-0.113884,-0.0462843,-0.074755,0.00876045,-0.00810455,-0.197286,-0.980273,-0.13029,-0.0706115,0.0874613,0,0,0,
0.65,2.36653e-18,-4.76379e-34,1.5,-0.116061,-0.0477743,-0.0710475,0.00873925,-0.00815643,-0.197126,-0.980305,-0.142383,-0.0781198,0.107537,0,0,0,
0.7,2.36653e-18,-4.76379e-34,1.5,-0.119114,-0.0502654,-0.0634026,0.0086042,-0.00819762,-0.196973,-0.980337,-0.140561,-0.0757085,0.109048,0,0,0,
0.75,2.36653e-18,-4.76379e-34,1.5,-0.121378,-0.0517546,-0.0590494,0.00859583,-0.00814456,-0.196893,-0.980354,-0.141503,-0.0746633,0.108067,0,0,0,
0.8,2.36653e-18,-4.76379e-34,1.5,-0.123464,-0.0530413,-0.0557624,0.00857225,-0.00812178,-0.196822,-0.980368,-0.141281,-0.0746465,0.106582,0,0,0,
0.85,2.36653e-18,-4.76379e-34,1.5,-0.126288,-0.0551585,-0.0494732,0.00863469,-0.00849492,-0.196598,-0.980409,-0.134356,-0.0755217,0.095255,0,0,0,
0.9,2.36653e-18,-4.76379e-34,1.5,-0.12696,-0.0559124,-0.0465838,0.00861258,-0.00851534,-0.196559,-0.980417,-0.132581,-0.0775676,0.0955236,0,0,0,
0.95,2.36653e-18,-4.76379e-34,1.5,-0.130455,-0.0584204,-0.0432826,0.00868519,-0.00860699,-0.196354,-0.980457,-0.135159,-0.0781373,0.101525,0,0,0,
1,2.36653e-18,-4.76379e-34,1.5,-0.133327,-0.0602092,-0.0415152,0.00866045,-0.00864173,-0.19626,-0.980476,-0.148677,-0.083863,0.122686,0,0,0,
