30.0235,0.37082,7.29069,3.69962,3.51543
30.0394,0.573463,7.614,4.15626,3.90659
30.0621,0.74683,7.89282,4.73615,4.33625
30.0789,0.921691,8.09631,5.09778,4.47477
30.1044,1.25639,8.24962,5.56383,4.71961
30.1239,1.48641,8.42221,5.83286,4.75683
30.1399,1.68937,8.58041,6.08889,4.83285
30.1596,2.23133,8.78692,6.37007,4.96924
30.1806,2.40196,8.95553,6.65919,5.14784
30.1994,0.833949,9.09887,6.89483,5.2446
30.2225,1.14477,9.13644,7.10468,5.29902
30.2405,1.1435,9.16062,7.24699,5.29909
30.2647,1.23504,9.15163,7.36444,5.28648
30.2815,1.30298,9.12939,7.40605,5.19982
30.3015,1.36066,9.24142,7.48615,5.15356
30.3215,1.71246,9.32498,7.64087,5.29922
30.3467,1.9838,9.98666,7.95983,4.86414
30.3655,3.76776,12.1661,9.25948,5.29156
30.3815,7.81591,15.9175,11.6283,8.05594
30.4015,15.9506,21.745,15.5314,12.8062
30.4264,21.1681,28.965,21.4981,19.4653
30.4385,24.9493,32.4091,24.4437,22.5935
30.4595,29.8833,36.3525,29.3609,27.018
30.4795,32.4549,38.9553,33.0924,29.99
30.4985,34.0397,40.4121,35.7276,31.494
30.5195,34.855,41.387,37.6611,32.221
30.5486,35.4256,42.6667,39.9145,33.1824
30.5625,35.7557,43.3104,40.5254,33.4281
30.5835,38.0425,44.4148,41.4405,34.1743
30.5995,38.5939,45.3008,42.0709,34.6722
30.6186,39.1672,46.4592,42.7948,35.5001
30.6415,40.4209,47.6388,43.6376,36.3663
30.6645,42.9561,48.6092,44.3702,37.0657
30.6796,43.8011,49.0433,44.5768,37.1229
30.7035,44.1603,49.4974,45.0035,37.2156
30.7206,43.8475,49.6906,45.024,36.9852
30.7405,43.0425,49.872,45.027,36.7281
30.7625,43.5801,49.6613,44.8494,35.3189
30.7805,42.4038,48.3777,43.85,33.8732
30.8005,40.2229,44.948,41.6546,31.0047
30.8215,35.1057,39.5459,37.8456,25.9267
30.8395,30.5267,34.1309,33.4961,20.1303
30.8615,23.6593,27.519,27.6718,12.8801
30.8795,18.1758,23.2374,22.7542,8.30343
