30.0154,-1.22947,-3.8658,-5.01437,-4.724
30.0354,-1.1303,-3.95336,-5.13131,-4.80062
30.0593,-1.33514,-3.95853,-5.20864,-4.72252
30.0766,-1.17933,-4.01582,-5.26624,-4.76106
30.0966,-1.50623,-4.11072,-5.28872,-4.83692
30.1166,-1.3381,-4.16918,-5.25671,-4.81613
30.1334,-1.36816,-4.24392,-5.2518,-4.87466
30.1584,-1.45162,-4.30586,-5.23267,-4.89506
30.1745,-1.53984,-4.33658,-5.2058,-4.86873
30.1946,-1.60177,-4.36024,-5.22163,-4.85902
30.2197,-1.53651,-4.20351,-5.21267,-4.58525
30.2398,-1.60599,-4.17819,-5.20271,-4.41828
30.2547,-1.53507,-4.07254,-5.16732,-4.14662
30.2753,-1.56949,-4.13923,-5.17646,-4.27684
30.2945,-1.33728,-4.15563,-5.09716,-4.19999
30.3205,-1.40173,-4.16989,-5.02633,-4.17735
30.3343,-1.42838,-4.21663,-5.00034,-4.25632
30.3599,-1.3705,-4.33815,-5.00514,-4.35369
30.3743,-1.36778,-4.34207,-5.03837,-4.35427
30.3945,-1.35441,-4.25785,-5.07448,-4.23796
30.4188,-1.30765,-4.28774,-5.1547,-4.22503
30.4355,-1.26436,-4.26599,-5.2588,-4.22887
30.4578,-1.32235,-4.25306,-5.3481,-4.19738
30.4806,-1.19108,-4.20551,-5.36497,-4.13598
30.5023,-1.17657,-4.1062,-5.26378,-3.98268
30.5157,-1.13752,-4.1513,-5.19939,-4.10956
30.5424,-1.04692,-4.16334,-5.06649,-4.17559
30.5585,-1.06247,-4.13823,-4.99303,-4.16753
30.5735,-0.972165,-4.06808,-4.93227,-4.06326
30.5934,-0.925961,-4.03533,-4.9124,-4.05154
30.6153,-0.886058,-3.91076,-4.91064,-3.88999
30.6364,-0.899285,-3.8474,-4.94568,-3.80662
30.6548,-0.793511,-3.90925,-5.00331,-4.03466
30.6748,-0.726646,-3.90361,-4.9899,-3.99027
30.6998,-0.742087,-3.86605,-4.92203,-4.00508
30.7204,-0.685752,-3.78434,-4.79451,-3.85
30.7354,-0.666444,-3.78094,-4.72583,-3.87147
30.7555,-0.689992,-3.75144,-4.62071,-3.80814
30.7766,-0.759227,-3.84829,-4.59484,-3.97955
30.8006,-0.823117,-3.85411,-4.54483,-4.00219
30.8195,-0.691912,-3.89417,-4.51079,-4.00184
30.8357,-0.729921,-3.87155,-4.51265,-3.97502
30.8557,-0.620556,-3.92132,-4.5548,-4.06612
30.8763,-0.77191,-3.91256,-4.55838,-4.02907
30.8978,-0.79111,-3.96674,-4.63876,-4.14051
30.9247,-0.934184,-4.07804,-4.79837,-4.26814
30.9397,-0.94142,-4.12186,-4.93683,-4.3972
30.9597,-0.922192,-4.05523,-4.97314,-4.20608
30.9754,-1.04026,-4.05862,-5.04531,-4.20902
31.0037,-1.05952,-4.14976,-5.0931,-4.37082
31.0343,-1.10061,-4.06203,-5.05106,-4.30232
31.0562,-1.02035,-3.9968,-4.95662,-4.15219
31.0749,-0.792465,-3.99993,-4.84362,-4.20369
31.0994,-1.09949,-3.97608,-4.75516,-4.14464
31.1197,-0.953689,-3.93791,-4.7175,-4.14666
31.1345,-1.02408,-3.92688,-4.65929,-4.12155
31.1556,-1.05846,-3.93724,-4.6055,-4.14193
31.1757,-0.993759,-3.95682,-4.53766,-4.20421
31.1968,-0.934601,-4.05855,-4.52265,-4.44596
31.2217,-0.635785,-3.96478,-4.41189,-4.34988
31.2384,-0.69925,-3.87682,-4.35738,-4.23116
31.2554,-0.498238,-3.80416,-4.36067,-4.17666
31.2758,-0.469808,-3.72536,-4.35622,-4.08146
31.2994,-0.345249,-3.59625,-4.34812,-3.93095
31.3204,-0.234335,-3.60198,-4.34701,-3.95804
31.3365,-0.263796,-3.67502,-4.35162,-4.16286
31.3554,-0.146088,-3.63691,-4.25574,-4.1145
31.3771,-0.107237,-3.60609,-4.13901,-4.0358
31.396,-0.0886558,-3.60784,-4.05554,-4.07472
31.4151,-0.10736,-3.69225,-3.98137,-4.23709
31.4355,-0.0615485,-3.73905,-3.8656,-4.25352
31.4595,-0.178385,-3.88661,-3.82493,-4.42342
31.4813,-0.0985408,-3.9788,-3.86152,-4.5777
31.4994,-0.175825,-3.91826,-3.86177,-4.50009
31.5141,-0.180722,-3.96676,-3.88171,-4.50961
31.5363,-0.18311,-3.94047,-3.92522,-4.50052
31.5552,-0.155156,-3.87085,-3.91126,-4.30953
31.5802,-0.205123,-3.76704,-3.93951,-4.11583
31.5953,-0.0960355,-3.76146,-3.98618,-4.09285
31.6181,-0.0327,-3.86325,-4.05206,-4.15285
31.6401,-0.100608,-3.91869,-4.10248,-4.21728
31.6553,-0.293257,-4.00209,-4.10349,-4.21869
31.6754,-0.371024,-4.68757,-4.30148,-4.63552
31.7004,-0.708864,-5.95712,-4.84585,-5.4272
31.7151,-0.715269,-6.01678,-5.35684,-5.62397
31.7361,-1.09929,-5.76677,-5.76876,-5.54849
31.7612,1.01388,-4.83862,-5.67621,-5.00289
31.7983,0.790282,-3.49028,-4.28302,-4.11473
31.8184,1.3019,-2.8734,-3.23343,-3.58087
31.8423,1.01203,-2.53812,-2.25497,-3.55425
31.8596,0.321132,-2.25381,-1.77527,-3.46178
31.8751,1.42062,-1.99029,-1.56795,-3.47126
31.8974,1.17865,-1.72414,-1.41569,-3.64667
31.9142,1.43275,-1.31153,-1.4896,-3.65702
31.9341,1.93715,-0.751111,-1.4416,-3.35847
31.9553,2.95623,-0.139031,-1.32136,-3.05857
31.9782,3.01162,0.11079,-1.15841,-3.30093
31.9953,2.99166,0.205375,-1.00645,-3.42266
32.0161,2.5874,0.145296,-0.868085,-3.66009
32.0353,2.28002,-0.00570538,-0.874615,-4.09185
32.0561,0.342981,-0.0788157,-0.950389,-4.14234
32.0751,0.0937524,-0.200762,-1.21346,-3.97454
32.0951,-0.936033,-1.16729,-1.87382,-4.24733
32.1218,-2.95924,-2.59825,-3.21051,-5.18789
32.139,-4.73345,-4.83989,-5.21581,-6.61252
32.1539,-5.57651,-6.20254,-6.65746,-7.37706
32.1751,-6.9314,-8.29888,-8.33179,-8.91395
32.1968,-8.26355,-10.3289,-9.62469,-10.1437
32.2218,-8.58284,-11.9277,-10.6158,-10.8856
32.2369,-9.1416,-12.355,-10.9708,-10.8741
32.2541,-9.05815,-12.5768,-11.1862,-10.5895
32.2747,-8.51383,-12.6231,-11.1358,-10.0424
32.2946,-8.27555,-12.7191,-10.8655,-9.68645
32.3159,-7.52309,-12.8051,-10.3292,-8.99937
32.337,-7.14708,-12.9092,-9.63907,-8.88543
32.3537,-6.80238,-12.517,-9.12058,-8.39621
32.3748,-5.96031,-11.8784,-8.4339,-7.51738
32.3939,-5.37331,-11.6763,-7.8166,-7.24543
32.4216,-4.62157,-11.0082,-6.86384,-6.24277
32.4389,-4.19486,-10.5678,-6.38371,-5.70323
32.4568,-3.81879,-9.98747,-5.89616,-4.77192
32.4791,-3.37762,-9.2755,-5.44241,-3.83573
32.4956,-2.93347,-8.85029,-5.17862,-3.46891
32.5168,-2.57695,-8.48752,-4.80946,-3.0854
32.539,-2.00881,-8.25137,-4.45075,-2.92996
32.5546,-1.75394,-7.92041,-4.11084,-2.49766
32.5769,-1.39932,-7.66034,-3.66389,-2.31005
32.6019,-1.06723,-7.34873,-3.02548,-2.12565
32.6209,-0.928838,-7.08302,-2.5308,-1.85393
32.637,-0.747339,-6.9343,-2.26267,-1.8178
32.6559,-0.561499,-6.63513,-2.04747,-1.42412
32.6809,-0.0458263,-6.46174,-2.00904,-1.24491
32.696,0.236582,-6.34461,-2.11918,-1.26079
32.7199,0.436661,-6.08262,-2.23813,-1.00701
32.7349,0.253069,-5.99084,-2.37806,-1.01208
32.7549,0.627159,-5.87139,-2.40428,-0.943135
32.775,0.654748,-5.89643,-2.35857,-1.15065
32.7928,0.667606,-5.79216,-2.18738,-1.05165
32.8147,0.767418,-5.78242,-2.02635,-1.12715
32.8403,0.398233,-5.73009,-1.87921,-1.28336
32.8551,0.475522,-5.68734,-1.76273,-1.34721
32.8752,0.566107,-5.61916,-1.69809,-1.40827
32.8958,0.522765,-5.68374,-1.70825,-1.72482
32.9191,0.361446,-5.70398,-1.78284,-1.92276
32.938,0.258002,-5.6321,-1.89933,-1.97701
32.959,0.315836,-5.51592,-1.98774,-1.95896
32.9747,0.358806,-5.49994,-2.09965,-2.0999
32.9948,0.419516,-5.42683,-2.18163,-2.13547
33.0221,0.498187,-5.48894,-2.26398,-2.39308
33.0371,0.448252,-5.45601,-2.29178,-2.42314
33.0571,0.629476,-5.46961,-2.33816,-2.5826
33.081,0.613257,-5.42942,-2.30676,-2.72652
33.0961,0.394054,-5.36578,-2.29107,-2.78261
33.1201,0.643261,-5.17381,-2.189,-2.60431
33.1347,0.453381,-5.09984,-2.08247,-2.54124
33.1567,0.499144,-5.15153,-2.01269,-2.71408
33.1757,0.656301,-5.22475,-1.94586,-2.89733
33.2007,0.587206,-5.30682,-1.92232,-3.03873
33.2152,0.69861,-5.38672,-1.96656,-3.19784
33.2391,0.709028,-5.38183,-2.04842,-3.2779
33.2569,0.713567,-5.18298,-2.09399,-3.03678
33.2758,0.731665,-5.06432,-2.14603,-2.85359
33.297,0.377773,-4.8753,-2.18118,-2.61945
33.313,0.379985,-4.83009,-2.19298,-2.4793
33.3348,0.3547,-4.75644,-2.22374,-2.36062
33.3559,0.29532,-4.73934,-2.26571,-2.35484
33.376,0.345133,-4.83334,-2.29695,-2.55593
33.3939,0.365378,-4.93292,-2.29091,-2.70038
33.42,0.306942,-4.9515,-2.25539,-2.74237
33.4378,0.267054,-5.01465,-2.19433,-2.78358
33.459,0.289022,-5.06196,-2.15015,-2.77352
33.4747,0.190354,-5.11205,-2.17669,-2.86964
33.4962,0.21595,-5.28458,-2.27153,-3.11595
33.519,0.147187,-5.38691,-2.394,-3.22958
33.534,0.249362,-5.35067,-2.44658,-3.06481
33.5552,0.118834,-5.33944,-2.53568,-2.96263
